sample_id,state,latitude,longitude,rainfall_mm,rainfall_24h,rainfall_7d,soil_moisture,slope_degree,elevation_m,distance_to_fault_km,historical_events_count,distance_to_drainage_m,probability,landslide_occurred
NER_00209,Meghalaya,25.4029,90.76781,49.15,174.12,457.01,98.0,38.19,2042.0,4.59,2,167.0,0.9995,1
NER_00210,Arunachal Pradesh,27.16971,95.0337,7.95,23.72,23.5,53.78,45.48,2905.5,9.33,0,326.3,0.0392,1
NER_00211,Arunachal Pradesh,29.26311,97.30519,48.92,236.04,341.58,92.66,44.11,3107.9,22.08,0,342.0,0.999,1
NER_00212,Arunachal Pradesh,27.83989,93.09127,48.88,179.83,645.93,98.0,49.48,2600.4,2.37,0,10.0,0.9997,1
NER_00213,Assam (Barak/Dima Hasao),25.29172,93.02549,3.06,194.82,239.85,73.62,31.54,150.0,6.9,2,63.9,0.9891,1
NER_00214,Assam (Barak/Dima Hasao),25.02527,92.605,4.86,10.78,39.22,35.2,28.22,1782.4,3.3,8,559.3,0.0448,0
NER_00215,Arunachal Pradesh,27.11665,92.63991,26.17,26.17,313.46,75.05,33.11,2391.5,10.47,0,82.7,0.4441,1
NER_00216,Arunachal Pradesh,26.51145,92.02577,8.12,234.84,477.94,98.0,47.65,2099.0,5.24,0,58.0,0.9997,1
NER_00217,Nagaland,25.36405,94.33384,5.27,65.9,216.76,80.56,25.09,1831.3,3.69,1,76.4,0.5708,0
NER_00218,Meghalaya,25.17714,90.83137,6.94,10.47,32.13,36.62,8.89,1126.3,7.13,1,459.4,0.0007,0
NER_00219,Tripura (Jampui Hills),23.79885,92.03688,3.59,3.69,56.96,53.22,21.45,515.5,6.77,1,211.9,0.0072,0
NER_00220,Mizoram,24.002,92.35142,6.45,6.45,54.65,22.35,6.21,1752.4,4.57,8,246.7,0.0051,0
NER_00221,Assam (Barak/Dima Hasao),25.57288,93.69927,2.81,2.81,8.98,40.39,5.0,639.8,0.2,2,221.4,0.0011,0
NER_00222,Meghalaya,25.93244,91.48805,3.99,124.26,428.29,95.95,37.95,1594.7,6.14,0,132.3,0.9945,1
NER_00223,Assam (Barak/Dima Hasao),24.8543,93.7454,16.86,198.91,365.29,92.04,28.95,605.6,10.96,4,568.3,0.9983,1
NER_00224,Meghalaya,25.97525,90.48387,35.09,35.09,263.86,71.86,27.37,2027.1,11.9,0,326.2,0.1928,0
NER_00225,Arunachal Pradesh,28.96305,94.59162,0.72,0.72,11.57,49.29,47.71,2786.9,5.65,0,476.4,0.0178,0
NER_00226,Tripura (Jampui Hills),23.55056,92.01623,3.57,6.05,29.33,53.62,26.53,720.5,4.99,1,641.2,0.0061,0
NER_00227,Arunachal Pradesh,27.53275,96.52592,1.77,19.5,12.86,27.88,50.19,2559.0,0.76,0,12.7,0.0267,0
NER_00228,Assam (Barak/Dima Hasao),25.51859,93.71048,5.59,5.59,36.5,44.95,40.94,1342.8,5.14,0,47.5,0.0196,0
NER_00229,Nagaland,25.96285,94.0153,37.1,38.02,298.2,83.88,32.21,1322.8,5.03,2,434.8,0.7058,0
NER_00230,Arunachal Pradesh,28.18437,95.06264,52.47,77.3,402.55,91.43,39.21,3194.7,5.26,0,80.9,0.9738,1
NER_00231,Mizoram,24.23919,93.16652,3.35,24.94,15.57,33.59,25.26,1375.0,8.64,2,319.4,0.0051,0
NER_00232,Mizoram,22.79223,93.05604,31.59,53.25,379.17,83.93,18.47,977.8,5.17,5,111.0,0.9086,1
NER_00233,Tripura (Jampui Hills),23.62794,91.95519,18.28,94.94,459.83,98.0,25.47,150.0,1.62,2,102.2,0.9904,1
NER_00234,Nagaland,26.03477,93.52378,30.08,41.96,378.27,92.74,27.16,2035.5,6.95,2,159.8,0.8788,1
NER_00235,Manipur,24.06099,93.36053,5.05,19.47,29.25,26.19,18.17,1380.5,18.97,1,95.1,0.0011,0
NER_00236,Sikkim,27.49726,88.18844,24.74,112.59,335.82,84.82,39.74,1681.5,1.38,3,378.3,0.9898,1
NER_00237,Arunachal Pradesh,29.35021,96.85204,7.44,212.32,382.76,84.78,42.12,2621.2,0.2,0,330.7,0.9991,1
NER_00238,Nagaland,25.50064,94.8653,7.21,24.89,20.56,32.57,32.77,1816.5,10.41,1,103.1,0.0081,0
NER_00239,Assam (Barak/Dima Hasao),24.82677,92.81405,5.12,19.8,22.51,46.99,30.17,723.9,0.2,1,32.9,0.0207,0
NER_00240,Sikkim,27.72817,88.58821,35.41,49.45,392.29,89.75,51.66,2275.7,4.31,1,198.1,0.9814,1
NER_00241,Nagaland,26.32104,94.63138,6.22,12.44,36.54,49.1,47.57,753.1,5.73,2,83.1,0.0904,0
NER_00242,Arunachal Pradesh,28.61031,93.27211,46.27,166.12,604.21,98.0,51.4,3054.2,1.86,4,100.3,0.9997,1
NER_00243,Manipur,25.60395,94.40315,6.51,6.6,3.0,50.59,40.86,1391.4,18.81,2,152.5,0.0191,0
NER_00244,Arunachal Pradesh,28.90479,93.37624,3.5,4.26,21.45,41.76,41.71,2421.7,11.36,0,477.6,0.0068,0
NER_00245,Meghalaya,25.43536,90.82817,10.84,109.89,538.65,98.0,38.87,1665.2,4.88,3,292.7,0.999,1
NER_00246,Manipur,23.99705,94.64021,40.55,209.08,635.06,98.0,38.72,584.1,4.61,2,377.6,0.9997,1
NER_00247,Tripura (Jampui Hills),24.4204,91.86776,4.52,19.19,34.6,54.23,17.66,664.9,2.43,0,304.8,0.0053,0
NER_00248,Arunachal Pradesh,28.0573,95.62945,48.45,48.45,450.34,98.0,34.94,2311.8,10.38,1,272.4,0.9572,1
NER_00249,Tripura (Jampui Hills),24.35187,92.32165,14.45,159.75,371.22,92.18,19.1,1014.8,2.2,5,12.9,0.9974,1
NER_00250,Tripura (Jampui Hills),23.58802,92.09907,43.96,138.55,540.21,98.0,9.8,1628.3,10.94,0,129.1,0.9837,1
NER_00251,Mizoram,23.60195,92.74745,2.91,15.0,43.0,35.84,27.06,796.2,13.57,3,100.9,0.0096,0
NER_00252,Mizoram,21.90571,92.62617,5.94,12.31,49.31,34.32,44.15,721.0,6.35,1,28.1,0.0274,0
NER_00253,Mizoram,22.38761,93.31626,33.21,223.49,630.35,98.0,17.98,854.3,12.16,2,28.5,0.9997,1
NER_00254,Tripura (Jampui Hills),23.95739,92.15359,43.4,146.65,592.62,98.0,5.0,572.8,0.2,2,201.4,0.9959,1
NER_00255,Manipur,23.99675,94.18354,2.74,6.21,23.87,30.3,20.61,823.0,17.06,1,234.8,0.001,0
NER_00256,Manipur,24.58422,94.26003,4.99,15.81,12.05,30.17,23.09,1096.7,9.67,3,311.1,0.0037,0
NER_00257,Manipur,25.66454,94.17016,37.36,123.08,409.87,92.65,20.42,1557.5,9.48,0,30.7,0.9644,1
NER_00258,Nagaland,26.77946,94.10253,38.22,191.74,664.33,98.0,39.26,1515.2,3.84,0,14.6,0.9997,1
NER_00259,Mizoram,23.85934,92.23877,6.27,14.03,14.26,47.96,32.56,1272.8,16.2,2,500.3,0.0084,0
NER_00260,Sikkim,28.01913,88.3488,48.12,154.63,536.04,98.0,34.15,3251.3,3.0,1,10.0,0.9994,1
NER_00261,Arunachal Pradesh,28.76532,94.77969,4.11,4.67,10.43,33.2,29.6,2181.4,26.66,0,48.8,0.0012,0
NER_00262,Nagaland,25.43412,94.40957,26.44,26.44,476.01,98.0,34.75,1858.2,9.89,0,41.7,0.9342,1
NER_00263,Arunachal Pradesh,26.71864,95.74609,48.82,105.77,293.0,78.17,33.11,1609.3,5.88,3,43.4,0.9639,1
NER_00264,Arunachal Pradesh,27.58239,92.81067,49.94,165.51,396.06,87.26,42.18,2108.2,45.55,3,992.6,0.9853,1
NER_00265,Arunachal Pradesh,27.64412,96.27724,3.89,12.86,30.52,30.38,33.78,2833.1,10.3,0,181.9,0.004,0
NER_00266,Arunachal Pradesh,28.04168,97.18927,3.39,19.34,51.9,23.64,46.53,3096.4,6.18,0,16.9,0.0175,0
NER_00267,Assam (Barak/Dima Hasao),25.70519,93.81565,32.47,193.7,474.84,98.0,43.55,745.5,4.92,0,22.9,0.9997,1
NER_00268,Nagaland,25.93374,94.15714,0.36,1.58,44.76,49.69,28.52,1697.1,3.95,0,10.0,0.0094,0
NER_00269,Meghalaya,25.36085,91.85764,41.58,50.17,179.11,69.31,26.26,1198.1,20.9,1,431.7,0.1015,0
NER_00270,Manipur,24.36631,94.59656,3.53,3.53,2.51,33.79,11.24,1884.7,8.35,5,10.0,0.0032,0
NER_00271,Meghalaya,25.37422,92.04489,12.3,64.68,470.31,98.0,28.1,1701.8,4.26,2,179.6,0.9801,1
NER_00272,Sikkim,27.93653,88.83913,19.54,178.26,427.49,98.0,48.0,2184.1,6.38,0,17.4,0.9996,1
NER_00273,Meghalaya,25.91011,90.75336,2.26,86.17,308.91,84.18,41.48,872.7,2.92,1,208.4,0.9585,1
NER_00274,Mizoram,23.75172,92.96901,7.77,189.32,438.46,96.35,28.58,1572.3,9.1,0,163.5,0.9979,1
NER_00275,Manipur,25.49346,93.35358,42.77,197.84,488.35,96.62,25.05,1042.1,10.4,4,473.6,0.9995,1
NER_00276,Sikkim,27.60675,88.48912,3.72,18.33,17.46,37.86,48.17,2196.4,11.94,1,63.2,0.0306,0
NER_00277,Sikkim,27.72895,88.76318,53.29,228.46,555.2,98.0,42.32,1682.5,1.45,1,147.7,0.9997,1
NER_00278,Mizoram,23.87983,92.4781,4.11,221.53,648.23,98.0,19.69,1173.7,8.84,1,391.9,0.9997,1
NER_00279,Meghalaya,25.73336,91.36412,6.68,9.13,39.2,38.08,40.2,733.9,2.44,1,47.7,0.0233,0
NER_00280,Mizoram,23.24257,92.62348,36.1,52.26,116.95,59.8,37.01,858.7,5.26,2,174.2,0.2891,0
NER_00281,Meghalaya,25.695,91.04384,8.78,107.45,247.1,76.8,37.62,1305.2,9.0,1,223.4,0.8981,1
NER_00282,Manipur,24.99613,93.07054,40.14,141.81,180.19,64.47,25.26,1040.5,2.39,0,793.9,0.5266,1
NER_00283,Tripura (Jampui Hills),24.10653,92.08285,1.34,15.58,30.65,44.0,13.75,320.4,4.23,0,218.5,0.002,0
NER_00284,Meghalaya,25.30683,90.95639,34.58,36.67,280.81,80.82,32.73,1608.8,15.71,1,136.1,0.5233,1
NER_00285,Meghalaya,25.18387,91.77818,38.98,109.65,533.32,98.0,41.15,1112.3,0.2,4,283.7,0.9995,1
NER_00286,Assam (Barak/Dima Hasao),25.29072,93.62647,4.79,22.75,5.03,39.03,33.17,1387.9,6.87,1,73.4,0.0117,0
NER_00287,Sikkim,27.78006,88.71048,36.53,96.51,196.16,67.36,28.62,2023.3,0.2,2,291.0,0.6942,1
NER_00288,Assam (Barak/Dima Hasao),25.59054,93.35663,54.39,140.8,388.49,84.0,33.05,729.3,1.82,1,203.9,0.9911,1
NER_00289,Manipur,25.4245,94.18671,38.94,91.15,368.91,83.83,20.72,1094.0,9.61,0,60.3,0.8268,1
NER_00290,Manipur,24.5393,94.14458,40.4,98.44,402.5,97.89,33.61,398.3,5.1,2,23.1,0.9922,1
NER_00291,Nagaland,26.48089,94.4352,0.27,20.1,17.16,40.98,31.16,2198.4,8.18,1,56.3,0.0108,0
NER_00292,Mizoram,23.49949,93.00883,12.62,165.67,378.13,96.0,24.42,828.7,29.72,0,80.7,0.977,1
NER_00293,Meghalaya,25.92726,91.44878,23.41,231.69,466.33,98.0,30.28,893.8,7.0,0,422.5,0.9995,1
NER_00294,Meghalaya,25.55285,90.8199,27.63,114.62,314.31,86.74,32.16,1756.0,2.38,1,394.2,0.958,1
NER_00295,Arunachal Pradesh,29.38372,94.25309,14.19,238.69,573.31,98.0,30.4,2729.9,0.22,0,17.5,0.9997,1
NER_00296,Sikkim,27.7709,88.23701,32.41,85.62,213.98,75.58,58.56,2106.3,11.05,0,202.2,0.9287,1
NER_00297,Mizoram,23.1974,92.4396,50.1,50.1,128.11,57.06,28.33,391.2,1.85,0,71.8,0.103,0
NER_00298,Sikkim,27.93281,88.33408,23.09,186.96,446.97,98.0,26.14,1858.4,17.03,1,80.3,0.9978,1
NER_00299,Manipur,23.90288,94.43869,26.38,234.71,578.92,98.0,16.88,1167.8,5.58,1,289.9,0.9997,1
NER_00300,Meghalaya,25.39289,91.63833,39.14,127.22,251.96,81.53,30.71,1369.3,2.17,1,237.4,0.9384,1
NER_00301,Assam (Barak/Dima Hasao),25.19148,92.75184,9.73,112.25,313.65,85.39,32.01,1134.5,2.08,0,78.7,0.9532,1
NER_00302,Manipur,24.60089,93.24205,7.25,208.16,259.63,71.77,26.7,1542.3,6.11,0,166.7,0.9774,1
NER_00303,Mizoram,24.01593,92.77185,0.97,6.44,1.19,50.36,23.26,881.5,3.26,1,205.4,0.0056,0
NER_00304,Mizoram,23.39982,92.97984,4.91,11.17,4.7,36.23,5.65,933.5,2.68,0,178.6,0.0005,0
NER_00305,Manipur,25.0171,94.67142,39.65,85.53,409.39,90.17,17.08,1359.8,4.15,4,20.6,0.9702,1
NER_00306,Arunachal Pradesh,28.74369,94.62561,13.16,182.37,549.75,98.0,36.45,2369.7,15.4,0,66.8,0.9995,1
NER_00307,Meghalaya,25.15741,92.43607,48.93,49.94,374.61,88.58,30.02,1372.3,4.05,2,21.7,0.9237,1
NER_00308,Manipur,24.04943,94.50933,3.56,13.51,16.34,53.93,34.32,1680.9,15.75,0,161.6,0.0101,0
NER_00309,Manipur,24.92258,93.82178,0.72,12.04,13.63,30.78,30.37,1094.4,4.57,2,190.8,0.0066,0
NER_00310,Manipur,24.37679,93.00017,0.07,23.67,28.62,35.07,9.56,1410.0,3.37,1,10.0,0.0021,0
NER_00311,Mizoram,23.9716,92.85785,6.2,201.4,330.66,94.26,13.99,1511.4,4.6,0,313.8,0.9852,1
NER_00312,Nagaland,25.71242,94.71156,35.01,153.99,306.45,82.15,38.35,1115.0,15.36,0,85.5,0.9798,1
NER_00313,Sikkim,27.20453,88.09205,44.37,91.93,262.14,84.32,39.65,2123.7,10.39,0,40.8,0.9044,0
NER_00314,Tripura (Jampui Hills),24.19693,91.81904,15.25,55.86,488.93,98.0,33.13,922.0,1.26,0,124.6,0.9769,1
NER_00315,Mizoram,22.90047,93.36997,5.21,5.21,23.35,52.77,30.97,1223.0,1.78,2,24.7,0.0265,0
NER_00316,Sikkim,27.8192,88.49462,3.47,24.33,14.16,20.53,67.05,2529.8,2.84,1,13.4,0.1049,0
NER_00317,Meghalaya,25.45623,90.52927,5.49,6.22,30.0,31.84,39.16,1917.6,9.39,2,42.1,0.0138,0
NER_00318,Sikkim,27.06575,88.58012,3.51,18.92,48.33,26.75,35.69,1986.8,1.08,0,999.9,0.0031,0
NER_00319,Arunachal Pradesh,28.6732,93.00418,26.82,137.31,312.97,84.48,26.8,3207.2,6.55,1,168.4,0.9631,1
NER_00320,Manipur,23.93087,93.27905,47.41,56.75,95.17,57.02,26.01,1399.9,3.66,0,254.0,0.0588,0
NER_00321,Assam (Barak/Dima Hasao),25.06582,93.45651,51.7,163.25,212.95,67.68,17.44,772.8,2.66,1,97.2,0.8426,1
NER_00322,Sikkim,27.22229,88.43683,4.85,6.4,21.98,22.48,47.53,2502.6,14.48,2,186.5,0.0108,0
NER_00323,Mizoram,23.60495,93.31408,0.47,20.55,47.65,41.59,34.99,809.0,8.15,1,340.1,0.0146,0
NER_00324,Meghalaya,25.85101,90.03381,52.22,162.8,449.31,92.95,34.32,1873.2,0.85,0,121.7,0.9981,1
NER_00325,Arunachal Pradesh,28.52348,95.7153,7.47,13.35,35.99,51.59,37.87,2431.8,12.58,1,175.6,0.0229,0
NER_00326,Arunachal Pradesh,29.03456,93.97406,21.08,138.8,503.86,98.0,43.87,2099.0,3.13,0,197.2,0.999,1
NER_00327,Assam (Barak/Dima Hasao),24.80027,92.54853,5.37,5.37,18.89,53.02,23.65,820.8,1.16,4,10.0,0.0293,0
NER_00328,Manipur,23.97915,93.82867,13.52,143.36,429.44,98.0,31.93,1360.8,17.63,0,74.0,0.9925,1
NER_00329,Tripura (Jampui Hills),24.32571,92.21376,32.66,32.66,87.82,50.51,23.72,150.0,7.24,0,328.1,0.0134,0
NER_00330,Assam (Barak/Dima Hasao),25.38313,93.71496,0.33,9.56,18.29,38.9,28.41,540.6,8.46,2,10.0,0.0086,0
NER_00331,Mizoram,22.29831,93.00836,19.82,191.93,288.54,71.45,53.95,1182.4,11.18,1,23.6,0.9979,1
NER_00332,Nagaland,25.35314,94.25346,4.9,4.9,36.96,28.62,37.25,1531.5,1.16,1,167.3,0.009,0
NER_00333,Assam (Barak/Dima Hasao),25.25278,93.79379,20.45,20.45,187.62,71.5,19.3,1254.9,4.41,0,96.7,0.0678,0
NER_00334,Tripura (Jampui Hills),24.12318,92.06428,34.91,181.41,320.78,89.16,25.83,466.3,9.25,0,325.9,0.9831,1
NER_00335,Arunachal Pradesh,28.58139,92.16767,40.69,73.2,320.56,83.8,55.62,2518.4,1.88,1,57.0,0.9865,1
NER_00336,Sikkim,27.41427,88.81544,5.53,119.62,574.95,98.0,31.18,2148.5,0.5,0,298.1,0.9974,1
NER_00337,Arunachal Pradesh,29.09285,91.61447,30.17,85.98,506.03,98.0,30.78,2989.5,2.1,1,938.9,0.9797,1
NER_00338,Tripura (Jampui Hills),24.06069,92.22748,18.02,168.97,358.89,98.0,39.71,823.5,2.91,1,341.0,0.9982,1
NER_00339,Sikkim,27.68837,88.79081,6.65,216.86,542.48,98.0,37.37,2767.2,0.24,1,82.2,0.9997,1
NER_00340,Mizoram,22.98507,92.88748,1.62,14.53,41.04,24.83,23.03,1354.3,7.44,1,35.3,0.0027,0
NER_00341,Manipur,24.61712,94.6362,46.49,176.87,289.73,80.51,29.65,520.1,6.66,0,17.6,0.9824,1
NER_00342,Assam (Barak/Dima Hasao),26.14567,92.92469,44.6,44.6,86.39,46.08,25.74,729.5,8.1,2,41.2,0.0462,0
NER_00343,Mizoram,23.45054,92.47709,22.54,161.15,273.94,74.92,33.61,1226.6,12.11,0,467.9,0.937,1
NER_00344,Assam (Barak/Dima Hasao),25.87035,92.52102,47.96,223.6,697.13,98.0,24.88,698.6,10.85,8,354.5,0.9997,1
NER_00345,Arunachal Pradesh,29.10032,96.82552,30.42,226.31,513.68,98.0,28.01,2904.3,7.49,3,318.4,0.9997,1
NER_00346,Meghalaya,25.50645,92.28103,4.61,131.13,444.92,98.0,21.1,2677.6,5.85,1,332.2,0.987,1
NER_00347,Assam (Barak/Dima Hasao),26.03816,93.58315,0.72,11.59,38.77,37.52,22.78,985.3,2.79,4,292.8,0.0117,0
NER_00348,Manipur,24.54683,93.58223,39.71,87.92,409.78,98.0,37.78,1168.6,18.15,4,535.4,0.9887,1
NER_00349,Tripura (Jampui Hills),24.13407,91.85118,19.77,24.88,131.78,53.05,32.55,429.1,29.57,2,43.6,0.0391,0
NER_00350,Manipur,24.10804,93.26029,52.9,55.66,490.0,98.0,28.35,971.1,2.95,2,810.8,0.9587,1
NER_00351,Tripura (Jampui Hills),24.35541,92.1261,14.97,32.87,332.91,85.32,20.34,1427.6,2.17,1,161.4,0.5537,1
NER_00352,Mizoram,22.02719,92.37791,24.1,222.09,274.15,81.15,28.59,1110.2,15.38,2,455.1,0.9924,1
NER_00353,Manipur,25.63596,94.3488,0.52,18.96,50.6,36.48,40.1,1031.0,11.71,0,569.5,0.0078,0
NER_00354,Nagaland,25.79258,94.08614,34.05,34.73,390.56,95.18,36.87,1568.4,0.48,1,970.0,0.8594,1
NER_00355,Nagaland,25.9687,94.91082,44.82,179.07,433.05,98.0,34.29,2022.4,7.81,4,238.2,0.9996,1
NER_00356,Mizoram,21.90411,92.22878,35.79,90.1,372.29,87.9,25.63,1058.7,15.07,3,1723.7,0.7312,1
NER_00357,Mizoram,23.69404,92.5053,52.89,104.11,390.13,93.43,36.93,1339.8,6.39,2,30.2,0.9924,1
NER_00358,Tripura (Jampui Hills),24.41616,92.27835,41.36,191.4,407.68,89.38,14.86,320.5,7.89,4,192.5,0.9971,1
NER_00359,Nagaland,26.2169,94.58858,1.66,1.66,8.96,31.87,33.35,1473.6,6.89,0,619.8,0.0017,0
NER_00360,Manipur,24.88487,93.70122,14.6,108.12,361.8,76.7,13.13,649.6,11.14,2,94.4,0.8247,1
NER_00361,Nagaland,25.51502,94.01101,3.85,3.85,20.41,50.59,41.57,1761.4,0.78,1,401.1,0.0257,0
NER_00362,Arunachal Pradesh,26.92989,96.73079,2.22,175.58,440.63,87.27,43.41,3013.1,9.03,0,322.4,0.9983,1
NER_00363,Meghalaya,25.39996,92.46756,17.19,62.22,182.47,58.46,44.23,1811.5,10.95,0,355.2,0.3408,0
NER_00364,Nagaland,25.46878,93.81991,17.01,46.85,393.81,92.93,31.88,2056.1,5.77,0,107.8,0.8893,1
NER_00365,Meghalaya,25.38024,92.47673,34.38,34.38,240.74,79.35,29.19,1367.4,0.24,4,12.9,0.766,1
NER_00366,Tripura (Jampui Hills),24.11632,91.98746,6.5,11.64,7.91,52.19,11.99,859.8,8.89,1,909.4,0.001,0
NER_00367,Tripura (Jampui Hills),23.81039,92.18665,50.62,96.78,209.28,64.51,7.04,646.7,23.57,0,565.1,0.0424,0
NER_00368,Arunachal Pradesh,27.85985,91.68158,43.66,43.66,119.98,60.68,33.73,2657.5,4.95,0,365.2,0.0944,0
NER_00369,Nagaland,26.15894,94.06155,43.57,198.13,494.07,98.0,27.35,1023.3,6.35,5,121.1,0.9997,1
NER_00370,Arunachal Pradesh,28.13358,92.91693,45.57,119.15,398.94,98.0,40.11,2462.6,21.37,1,166.7,0.9909,1
NER_00371,Meghalaya,25.71696,91.58922,44.92,145.67,515.42,98.0,52.11,1551.4,8.28,0,61.4,0.9996,1
NER_00372,Manipur,24.66065,93.52471,7.49,16.99,55.11,45.12,20.67,810.8,1.84,3,89.1,0.0182,0
NER_00373,Meghalaya,25.62445,91.63447,0.02,0.02,33.6,23.84,14.58,1349.2,15.31,0,578.4,0.0003,0
NER_00374,Sikkim,27.25877,88.632,3.08,11.87,11.29,52.36,31.8,2415.8,3.86,1,196.9,0.0159,0
NER_00375,Manipur,24.34809,94.57092,1.1,24.37,8.15,48.21,28.97,1143.4,8.36,0,540.5,0.0054,0
NER_00376,Assam (Barak/Dima Hasao),25.67255,93.13615,39.74,127.09,486.0,98.0,9.19,1090.0,3.89,0,138.2,0.9719,1
NER_00377,Sikkim,28.07606,88.51133,6.23,24.59,59.02,36.27,58.42,2145.2,5.26,2,38.3,0.1922,1
NER_00378,Meghalaya,25.32071,91.69199,2.57,218.31,489.07,97.32,27.77,1093.3,9.22,1,216.7,0.9995,1
NER_00379,Tripura (Jampui Hills),24.07397,91.99891,15.8,83.42,466.68,96.48,5.04,1480.8,2.79,0,296.9,0.8284,1
NER_00380,Nagaland,26.65601,94.4862,2.75,78.22,494.25,98.0,26.42,1461.9,5.64,3,81.4,0.9915,1
NER_00381,Manipur,25.52925,94.33014,54.16,133.66,178.55,73.01,23.33,776.6,1.54,3,67.4,0.8913,1
NER_00382,Tripura (Jampui Hills),24.25276,92.04777,1.36,1.36,15.86,21.84,17.53,163.4,10.36,0,215.5,0.0004,0
NER_00383,Tripura (Jampui Hills),23.80137,92.24769,51.14,210.81,246.15,68.37,28.86,607.5,3.82,2,160.9,0.9894,1
NER_00384,Arunachal Pradesh,29.38529,95.59726,2.14,21.46,20.1,23.44,61.45,2827.9,8.12,5,141.3,0.1845,0
NER_00385,Assam (Barak/Dima Hasao),25.44555,93.44541,0.07,7.83,0.63,22.38,24.69,1346.4,11.77,1,283.1,0.001,0
NER_00386,Meghalaya,25.71695,90.85455,33.77,216.14,343.71,95.32,30.94,1098.9,0.28,2,14.6,0.9994,1
NER_00387,Manipur,24.51432,94.37494,26.03,163.61,227.68,65.1,43.69,668.4,1.63,0,50.9,0.9751,0
NER_00388,Assam (Barak/Dima Hasao),25.76911,93.43461,45.08,239.09,385.3,92.07,24.88,443.9,12.14,0,16.1,0.9986,1
NER_00389,Mizoram,23.48678,92.41413,0.58,17.89,6.2,40.0,33.07,977.3,11.71,0,257.7,0.0049,0
NER_00390,Tripura (Jampui Hills),23.51876,92.09862,39.5,103.05,134.72,61.0,20.25,590.4,0.31,1,41.1,0.3436,0
NER_00391,Tripura (Jampui Hills),23.93606,92.30643,7.48,12.05,34.03,32.56,23.05,150.0,6.21,0,770.6,0.0011,0
NER_00392,Assam (Barak/Dima Hasao),24.87727,93.89582,4.44,7.25,12.19,53.86,18.83,445.6,15.36,0,460.0,0.0016,0
NER_00393,Nagaland,26.45259,95.00328,33.43,58.45,412.33,92.68,29.21,1223.9,0.71,2,332.3,0.9523,1
NER_00394,Nagaland,26.09943,95.13341,5.23,10.14,12.7,38.31,35.22,1894.7,0.2,0,103.0,0.0093,0
NER_00395,Manipur,25.208,93.41937,2.76,69.6,391.56,95.55,6.28,1686.6,5.37,0,594.3,0.5239,0
NER_00396,Nagaland,26.67733,93.48486,12.74,153.52,211.92,65.47,21.91,1011.2,0.53,3,30.3,0.9267,1
NER_00397,Assam (Barak/Dima Hasao),25.25393,93.86619,9.49,90.49,174.82,64.73,38.6,556.9,14.48,3,361.2,0.6886,1
NER_00398,Arunachal Pradesh,28.16022,94.13197,0.05,0.39,29.22,26.28,44.32,2548.1,0.84,3,237.0,0.0221,0
NER_00399,Nagaland,25.9492,94.83408,3.99,226.07,530.81,98.0,36.95,892.0,1.85,2,185.1,0.9997,1
NER_00400,Nagaland,25.82614,93.30868,6.16,13.49,13.16,43.08,44.59,1518.0,6.04,0,112.3,0.0218,0
NER_00401,Mizoram,22.19297,92.37906,15.32,96.94,221.26,62.4,34.48,1689.5,5.51,0,639.9,0.4852,0
NER_00402,Tripura (Jampui Hills),23.54332,92.24425,2.61,18.04,35.56,26.96,24.99,486.9,12.32,1,30.8,0.003,0
NER_00403,Arunachal Pradesh,27.19019,92.1608,25.1,146.65,201.1,70.58,42.92,2891.4,4.26,0,554.9,0.9207,1
NER_00404,Arunachal Pradesh,26.90921,95.81893,26.3,45.71,458.96,90.03,54.06,1864.1,1.81,0,294.6,0.987,1
NER_00405,Arunachal Pradesh,27.15956,93.27097,29.65,66.68,281.95,81.1,50.85,3193.0,24.42,4,215.8,0.9553,1
NER_00406,Tripura (Jampui Hills),23.77917,92.23801,2.27,48.52,336.68,81.65,15.21,573.9,3.17,1,556.0,0.3876,0
NER_00407,Sikkim,28.0904,88.66013,41.91,126.44,193.83,66.47,28.52,2188.8,4.01,3,298.2,0.8523,1
NER_00408,Arunachal Pradesh,27.38737,95.38584,0.61,0.61,27.29,50.6,33.39,2985.0,2.91,2,487.8,0.0146,0
NER_00409,Arunachal Pradesh,28.38043,95.72341,34.46,184.4,528.52,98.0,47.55,3162.0,3.89,2,189.2,0.9997,1
NER_00410,Mizoram,23.948,92.29715,2.77,2.77,21.94,32.79,40.76,755.8,0.45,5,280.7,0.0436,0
NER_00411,Meghalaya,25.60468,92.12073,6.03,21.78,42.17,46.63,37.24,1676.0,6.21,2,334.3,0.0347,0
NER_00412,Nagaland,26.10642,94.10357,49.67,134.68,536.1,98.0,43.19,1629.6,4.82,1,442.3,0.9991,1
NER_00413,Meghalaya,25.26952,92.45194,9.98,40.21,136.78,64.01,34.56,1739.7,1.58,5,20.0,0.5874,1
NER_00414,Sikkim,27.32249,88.87262,14.31,29.16,451.47,98.0,33.37,2145.2,3.41,1,258.7,0.9412,1
NER_00415,Arunachal Pradesh,28.46728,96.22095,43.83,217.11,385.04,91.85,37.8,2010.0,6.04,1,153.1,0.9994,1
NER_00416,Arunachal Pradesh,29.41217,96.1185,6.71,7.13,58.39,44.25,50.03,2709.4,4.87,0,644.7,0.0256,0
NER_00417,Manipur,24.10638,93.21045,1.18,16.64,58.68,35.7,39.76,1079.5,4.65,1,57.4,0.026,0
